RunID,Epoch_0,Epoch_1,Epoch_2,Epoch_3,Epoch_4
Run_0,52.59286,53.99286,53.99286,54.34286,54.34286
Run_1,57.70476,85.22619,85.22619,85.22619,85.22619
Run_2,21.00953,21.00953,66.52857,66.52857,66.52857
Run_3,54.69286,54.69286,54.69286,55.04286,58.40476
Run_4,18.55952,18.55952,18.55952,21.70952,55.04286
