RunID,Epoch_0,Epoch_1,Epoch_2,Epoch_3,Epoch_4
Run_0,87.75,89.15,89.15,89.5,89.85
Run_1,87.75,87.75,88.45,89.5,91.25
Run_2,88.1,89.5,89.5,89.5,89.5
Run_3,90.2,90.2,90.2,90.2,90.2
Run_4,88.1,90.2,90.2,90.2,90.2
